Company,Ticker,Sector,PE Ratio,52 Week High,52 Week Low,Avg Volume,Market Cap
Neuberger Berman Next Generation Connectivity Fund Inc.,NBXG,,2.9469495,13.861,10.05,265598,875040256
"NACCO Industries, Inc.",NC,Energy,7.953057,39.65,25.19,12465,270721536
Nuveen California Municipal Value Fund,NCA,Financial Services,15.584907,9.23,8.24,83200,273473728
Nuveen Churchill Direct Lending Corp.,NCDL,,6.934883,18.05,14.21,286037,763649920
Norwegian Cruise Line Holdings Ltd.,NCLH,Consumer Cyclical,8.423281,29.29,14.21,14101708,7057383936
Virtus Convertible & Income Fund,NCV,Financial Services,1.0554639,14.92,11.51,124114,277573472
Virtus Convertible & Income Fund II,NCZ,Financial Services,0.99818844,13.44,10.23,91490,209698480
Nuveen Dynamic Municipal Opportunities Fund,NDMO,,4.6748767,11.39,9.3,157726,565245248
Noble Corporation plc,NE,Energy,6.4611487,48.74,17.4,2636431,3036533504
Nuveen AMT-Free Quality Municipal Income Fund,NEA,Financial Services,5.533979,12.06,10,1105622,3160315392
"NextEra Energy, Inc.",NEE,Utilities,19.045994,86.1,61.72,12382162,1.3213E+11
Newmont Corporation,NEM,Basic Materials,19.092657,58.72,36.6,12239362,61554032640
"Cloudflare, Inc.",NET,Technology,,177.368,66.24,4318868,34857750528
NewMarket Corporation,NEU,Basic Materials,11.57879,596.89,480,49862,5297470976
"NeueHealth, Inc.",NEUE,Healthcare,,7.66,3.79,25772,57311756
Nexa Resources S.A.,NEXA,Basic Materials,,9.61,5.04,25837,791323008
National Fuel Gas Company,NFG,Energy,,80.14,52.66,707867,6961508352
"Virtus Dividend, Interest & Premium Strategy Fund",NFJ,Financial Services,8,13.3,10.02,226445,1039025536
National Grid plc,NGG,Utilities,26.807405,73.4,55.13,754952,70890782720
NGL Energy Partners LP,NGL,Energy,,6.08,2.64,558944,378877280
"Natural Gas Services Group, Inc.",NGS,Energy,13.423357,29.74,16.7,78224,229994528
"Natural Grocers by Vitamin Cottage, Inc.",NGVC,Consumer Defensive,29.73077,50.91,15.82,165816,1063549056
Ingevity Corporation,NGVT,Basic Materials,,56.3,28.49,259639,1113949440
"National Health Investors, Inc.",NHI,Real Estate,23.54952,86.13,61.2,230103,3441748480
NiSource Inc.,NI,Utilities,23.487654,41.45,27.46,5028268,17906520064
"Nicolet Bankshares, Inc.",NIC,Financial Services,13.176894,121.52,76.01,73137,1658848384
Virtus Equity & Convertible Income Fund,NIE,Financial Services,4.295745,25.44,18.54,70795,559444736
Nuveen Select Maturities Municipal Fund,NIM,Financial Services,11.034643,9.64,8.6,32477,115368784
"Nine Energy Service, Inc.",NINE,Energy,,2.672,0.7,1027085,31990132
NIO Inc.,NIO,Consumer Cyclical,,7.71,3.02,59548622,7992137728
New Jersey Resources Corporation,NJR,Utilities,14.762048,51.95,41.58,651045,4915163648
"NIKE, Inc.",NKE,Consumer Cyclical,18.009966,98.04,52.28,19404036,80013418496
Nuveen California AMT-Free Quality Municipal Income Fund,NKX,Financial Services,13.941176,14.27,11.37,105959,563603776
"NL Industries, Inc.",NL,Industrials,5.4855075,9.42,5.2,29429,369777088
,NLOP,Real Estate,,34.377,22.36,122936,411980128
"Annaly Capital Management, Inc.",NLY,Real Estate,10.756172,22.11,16.6,8816116,10412395520
Nuveen Multi-Asset Income Fund,NMAI,,10.759435,13.5,10.212,120504,381218944
,NMAX,Communication Services,,265,14,5924214,1973517440
Nuveen Municipal Credit Opportunities Fund,NMCO,Financial Services,4.197425,12.199,9.693,163513,535962560
Nouveau Monde Graphite Inc.,NMG,Basic Materials,,2.575,1.22,76334,287173760
"Nuveen Municipal Income Fund, Inc.",NMI,Financial Services,7.058394,10.3,9.11,22581,97203808
Navios Maritime Partners L.P.,NMM,Industrials,2.603506,65.89,28.37,131227,919712000
"Nomura Holdings, Inc.",NMR,Financial Services,7.3445945,6.99,4.66,767470,16275867648
Nuveen Minnesota Quality Municipal Income Fund,NMS,Financial Services,11.431373,13.76,10.62,14921,68629128
Nuveen Massachusetts Quality Municipal Income Fund,NMT,Financial Services,14.947369,12.21,10.41,17411,105927680
Nuveen Municipal High Income Opportunity Fund,NMZ,Financial Services,4.3106384,11.9,9.36,342077,1130832128
"Nelnet, Inc.",NNI,Financial Services,20.553785,127.32,93.59,53037,3751831296
"NNN REIT, Inc.",NNN,Real Estate,19.039536,49.57,35.8,1509322,7697171968
Nuveen New York Municipal Value Fund,NNY,Financial Services,15.656863,8.7,7.86,48893,150805504
North American Construction Group Ltd.,NOA,Energy,13.830275,22.16,13.19,89178,447691328
Noah Holdings Limited,NOAH,Financial Services,9.489011,15.44,7.14,104845,612819072
Northrop Grumman Corporation,NOC,Industrials,18.655722,555.57,418.6,1089414,76152963072
"Northern Oil and Gas, Inc.",NOG,Energy,4.474708,44.31,19.88,1921785,2273612288
Nokia Oyj,NOK,Technology,14.398572,5.48,3.56,22418036,27368013824
Nuveen Missouri Quality Municipal Income Fund,NOM,Financial Services,16.801723,12.25,9.7,5665,22908058
Nomad Foods Limited,NOMD,Consumer Defensive,12.389303,20.81,15.43,692770,3002879232
"FiscalNote Holdings, Inc.",NOTE,Technology,8.214286,2.07,0.5662,3094013,88919728
NOV Inc.,NOV,Energy,7.603125,21.2,10.84,4930127,4606350336
Sunnova Energy International Inc.,NOVA,Technology,,13,0.1529,19935936,21038792
"ServiceNow, Inc.",NOW,Technology,108.430855,1198.09,637.99,2016531,1.542E+11
"Northpointe Bancshares, Inc.",NPB,Financial Services,9.116788,14.98,11.43,149825,428595584
Nuveen Core Plus Impact Fund,NPCT,Financial Services,10.097551,11.97,9.77,168259,284548000
Nuveen Variable Rate Preferred & Income Fund,NPFD,Financial Services,8.392523,19.432,16.79,70785,433987200
"National Presto Industries, Inc.",NPK,Industrials,14.003436,103.93,69.58,40037,582240896
NPK International Inc.,NPKI,Energy,13.707317,8.65,4.76,758062,486436256
Enpro Inc.,NPO,Industrials,39.739132,214.58,133.5,134760,2884817152
Nuveen Virginia Quality Municipal Income Fund,NPV,Financial Services,10.485437,13.72,10.47,31000,197053568
NET Power Inc.,NPWR,Industrials,,14.278,1.84,1072308,145263376
Nuveen Pennsylvania Quality Municipal Income Fund,NQP,Financial Services,12.386363,12.89,10.65,83077,405674016
"Nerdy, Inc.",NRDY,Technology,,2.835,0.727,993916,257306080
"NexPoint Real Estate Finance, Inc.",NREF,Real Estate,13.49049,18.09,12.14,41752,312109728
"NRG Energy, Inc.",NRG,Utilities,18.29058,117.26,65.11,3227044,18588686336
"Energy Vault Holdings, Inc.",NRGV,Utilities,,2.695,0.6,1440011,92622928
Nuveen New York AMT-Free Quality Municipal Income Fund,NRK,Financial Services,11.690476,11.36,9.52,242168,856650560
Natural Resource Partners L.P.,NRP,Energy,8.787664,113.04,81.74,25881,1310394112
North European Oil Royalty Trust,NRT,Energy,7.7857146,8.62,3.88,33393,40070972
,NRUC,,,25.705,22.38,20008,
National Storage Affiliates Trust,NSA,Real Estate,29.881355,49.44,30.88,677640,5410152960
Norfolk Southern Corporation,NSC,Industrials,18.675604,277.6,201.63,1352944,48842305536
"Insperity, Inc.",NSP,Industrials,31.566114,109.8,68.79,476572,2874158336
The Bank of N.T. Butterfield & Son Limited,NTB,Financial Services,7.8471336,41.88,31.085,190304,1586349056
Nutrien Ltd.,NTR,Basic Materials,38.382355,60.87,43.695,2494845,25502674944
NETSTREIT Corp.,NTST,Real Estate,,18.1,13.42,962552,1332049664
Natuzzi S.p.A.,NTZ,Consumer Cyclical,,6.43,3.8,6993,45253484
Nu Holdings Ltd.,NU,Financial Services,26.512499,16.145,9.01,57867695,51101884416
Nucor Corporation,NUE,Basic Materials,12.520686,193.61,97.59,3008988,24419950592
"Nu Skin Enterprises, Inc.",NUS,Consumer Defensive,,14,5.32,718322,271750592
"Nuveen Municipal Value Fund, Inc.",NUV,Financial Services,8.822917,9.15,8.35,473190,1757880832
Nuvation Bio Inc.,NUVB,Healthcare,,3.97,1.54,2731993,684433024
Nuveen AMT-Free Municipal Value Fund,NUW,Financial Services,8.690789,14.38,13.04,53068,237136672
Nuveen AMT-Free Municipal Credit Income Fund,NVG,Financial Services,4.4053464,13.56,11,493290,2445659648
Navigator Holdings Ltd.,NVGS,Energy,10.2157135,18.18,10.55,287937,841990080
Novo Nordisk A/S,NVO,Healthcare,16.983917,148.15,57,8828575,2.85394E+11
"NVR, Inc.",NVR,Consumer Cyclical,13.854804,9964.77,6562.85,26960,20851286016
Enviri Corporation,NVRI,Industrials,,12.79,4.72,922273,462024608
Novartis AG,NVS,Healthcare,18.858362,120.92,94.72,2483527,2.19197E+11
Envista Holdings Corporation,NVST,Healthcare,,23,14.22,3028613,2550104320
nVent Electric plc,NVT,Industrials,33.608395,86.57,41.705,2578445,7912406528
NatWest Group plc,NWG,Financial Services,8.782102,12.65,6.99,5914721,48883441664
Northwest Natural Holding Company,NWN,Utilities,21.179802,44.25,34.82,240745,1733076864
Quanex Building Products Corporation,NX,Industrials,39.51282,35.92,15.3,514580,727818944
Nuveen California Select Tax-Free Income Portfolio,NXC,Financial Services,14.611764,14.18,12.41,21388,79019520
NexPoint Diversified Real Estate Trust,NXDT,Real Estate,,7.6,3.12,284777,167531184
NexGen Energy Ltd.,NXE,Energy,,8.96,3.91,10513178,2501146368
NXG NextGen Infrastructure Income Fund,NXG,Financial Services,2.2203012,53.84,34.83,46219,138153440
Nuveen New Jersey Quality Municipal Income Fund,NXJ,Financial Services,12.344175,13.13,11.01,122968,463177408
Nuveen New York Select Tax-Free Income Portfolio,NXN,Financial Services,13.913581,12.4,10.98,10736,44233512
Nuveen Select Tax-Free Income Portfolio,NXP,Financial Services,8.700637,15.25,13.3,102372,671845248
"NexPoint Residential Trust, Inc.",NXRT,Real Estate,893.87506,48.37,30.98,144827,1844546816
American Strategic Investment Co.,NYC,Real Estate,,13.59,5.46,7524,30531970
The New York Times Company,NYT,Communication Services,27.423729,58.16,42.33,1924867,7926728192
Nuveen Municipal Credit Income Fund,NZF,Financial Services,4.914163,13.24,10.98,520427,2218196992
Realty Income Corporation,O,Real Estate,58.58163,64.88,50.71,5941454,51196461056
Blue Owl Capital Corporation,OBDC,Financial Services,8.764706,16.91,12.11,4352955,6853127168
"Origin Bancorp, Inc.",OBK,Financial Services,12.288775,41.165,28.8,156731,940678720
Owens Corning,OC,Industrials,18.12551,214.53,123.41,1066913,11426941952
"OneConnect Financial Technology Co., Ltd.",OCFT,Technology,,6.9,0.865,126708,237506352
Oil-Dri Corporation of America,ODC,Basic Materials,13.3493595,49.72,29.475,38114,607677696
Osisko Development Corp.,ODV,Basic Materials,,2.75,1.16,372659,228818400
Orion S.A.,OEC,Basic Materials,15.488947,26.045,10.495,598052,666909376
OFG Bancorp,OFG,Financial Services,8.267139,47.66,33.15,437226,1589047296
OGE Energy Corp.,OGE,Utilities,20.107306,46.91,33.42,1336378,8865521664
Organon & Co.,OGN,Healthcare,3.1531532,23.1,10.48,3618677,2708474880
"ONE Gas, Inc.",OGS,Utilities,19.562658,78.89,58.31,463603,4583976960
"Omega Healthcare Investors, Inc.",OHI,Real Estate,24.293549,44.42,29.66,2350693,10892611584
"O-I Glass, Inc.",OI,Consumer Cyclical,,15.72,9.23,1572349,1666558336
Invesco Municipal Income Opportunities Trust,OIA,Financial Services,8.166667,6.99,5.43,132942,268658784
"Oceaneering International, Inc.",OII,Energy,12.055555,30.98,15.46,982403,1754592640
"Oil States International, Inc.",OIS,Energy,,5.86,3.08,793450,214270112
"ONEOK, Inc.",OKE,Energy,15.689826,118.07,75.47,4485942,50667089920
Oklo Inc.,OKLO,Utilities,,59.14,5.35,16922183,2807468544
Olin Corporation,OLN,Basic Materials,22.692307,57.1,17.66,2040275,2376463872
Olo Inc.,OLO,Technology,,8.35,4.2,1252972,959572544
"One Liberty Properties, Inc.",OLP,Real Estate,17.1,30.45,21.99,61103,516790400
Omnicom Group Inc.,OMC,Communication Services,9.7670765,107,69.13,3683373,14001152000
"OneMain Holdings, Inc.",OMF,Financial Services,10.290095,58.9,38,1258624,5208026112
"Owens & Minor, Inc.",OMI,Healthcare,,25.82,6.07,1871391,486703328
Onity Group Inc.,ONIT,Financial Services,6.985472,41.27,22.4,50393,231045808
Orion Properties Inc.,ONL,Real Estate,,4.39,1.46,646572,89873280
On Holding AG,ONON,Consumer Cyclical,45.122223,64.05,29.84,5632259,13151142912
"ON24, Inc.",ONTF,Technology,,7.035,4.36,143078,185333584
Onto Innovation Inc.,ONTO,Technology,27.142857,238.93,98.21,1124278,5381782016
"Ooma, Inc.",OOMA,Technology,,17,6.5,136840,327197984
Offerpad Solutions Inc.,OPAD,Real Estate,,8.37,1.36,49904,38880168
OppFi Inc.,OPFI,Financial Services,21.805555,17.728,2.56,1757040,863499968
"RiverNorth/DoubleLine Strategic Opportunity Fund, Inc.",OPP,Financial Services,8.27551,9.3,7.91,98119,193095840
Oppenheimer Holdings Inc.,OPY,Financial Services,8.789639,73.12,37.55,27070,589406720
Osisko Gold Royalties Ltd,OR,Basic Materials,257.66666,24.16,15.12,928875,4318650368
"Ormat Technologies, Inc.",ORA,Utilities,34.566177,84.3,61.58,527755,4273921280
"Orchid Island Capital, Inc.",ORC,Real Estate,11.161404,9.01,5.69,3744852,685015616
Oracle Corporation,ORCL,Technology,28.579811,198.31,112.78,12280180,3.41415E+11
Old Republic International Corporation,ORI,Financial Services,11.256173,39.84,28.65,1231481,9013998592
"Orion Group Holdings, Inc.",ORN,Industrials,,12.12,4.64,424011,223108224
"Oscar Health, Inc.",OSCR,Healthcare,112.35,23.79,11.23,4851337,2815131392
Oshkosh Corporation,OSK,Industrials,7.802415,125,76.82,797291,5218936832
Otis Worldwide Corporation,OTIS,Industrials,23.7371,106.828,89.7,2529021,38221717504
OUTFRONT Media Inc.,OUT,Real Estate,9.1225815,19.979507,12.95,1793545,2361733376
Ovintiv Inc.,OVV,Energy,7.6698337,53.57,29.8,3682108,8405862400
Blue Owl Capital Inc.,OWL,Financial Services,81.722,26.725,14.55,8496536,24963457024
"Owlet, Inc.",OWLT,Healthcare,,5.65,2.75,38237,54172128
"Oxford Industries, Inc.",OXM,Consumer Cyclical,7.6712093,111.46,42.12,453560,669375424
Occidental Petroleum Corporation,OXY,Energy,17.088495,68.43,34.78,13442319,37912055808
Pan American Silver Corp.,PAAS,Basic Materials,85.241936,28.6,17.86,3717642,9570632704
"Grupo Aeroportuario del Pacífico, S.A.B. de C.V.",PAC,Industrials,21.961008,205.35,146.62,95029,9318906880
Ranpak Holdings Corp.,PACK,Consumer Cyclical,,9.04,3.4,763049,286355840
"PACS Group, Inc.",PACS,Healthcare,13.6229515,43.92,8.28,554821,1289529216
"Penske Automotive Group, Inc.",PAG,Consumer Cyclical,10.890102,180.12,134.05,257078,9987384320
PagSeguro Digital Ltd.,PAGS,Technology,7.4911504,14.82,6.11,4472908,2571878656
Western Asset Investment Grade Income Fund Inc.,PAI,Financial Services,30.615385,13.18,11.41,19683,113560856
Pampa Energía S.A.,PAM,Utilities,6.4791307,97.55,38.58,254175,4112050432
PAR Technology Corporation,PAR,Technology,,82.24,37.74,427155,2188195840
"Par Pacific Holdings, Inc.",PARR,Energy,,33.08,11.86,1479716,720149440
UiPath Inc.,PATH,Technology,,20.95,9.38,12778150,5622305792
PIMCO Access Income Fund,PAXS,Financial Services,6.50645,17.24,13.63,217896,675902080
"Paymentus Holdings, Inc.",PAY,Technology,82.08572,38.94,16.94,458908,3590359296
"Paycom Software, Inc.",PAYC,Technology,22.971413,242.74,139.5,695826,11592274944
"Prosperity Bancshares, Inc.",PB,Financial Services,12.80495,86.76,57.16,626021,6160162816
Pembina Pipeline Corporation,PBA,Energy,17.493023,43.44,34.13,1506090,21840052224
PBF Energy Inc.,PBF,Energy,,58.17,13.62,3093714,1753223680
Prestige Consumer Healthcare Inc.,PBH,Healthcare,18.473003,90.04,62.35,369824,3898377216
Pitney Bowes Inc.,PBI,Industrials,13.866071,11.01,4.04,2634763,1421227904
Petróleo Brasileiro S.A. - Petrobras,PBR,Energy,9.762931,17.44,11.03,20681437,68902993920
Permian Basin Royalty Trust,PBT,Energy,17.327272,14.26,8.01,117195,444181856
High Income Securities Fund,PCF,Financial Services,6.106632,7,5.73,76778,112008296
PG&E Corporation,PCG,Utilities,14.62174,21.72,14.99,20961208,36953993216
PIMCO California Municipal Income Fund II,PCK,Financial Services,,6.34,5.18,96308,170618368
PCM Fund Inc.,PCM,Financial Services,10.279139,9.15,5.88,65749,72652912
PIMCO Corporate & Income Strategy Fund,PCN,Financial Services,9.184044,14.36,11.3,251075,799104448
"Procore Technologies, Inc.",PCOR,Technology,,88.92,49.46,1523149,8337273856
PIMCO California Municipal Income Fund,PCQ,Financial Services,,10.24,8.13,79847,156213616
"PagerDuty, Inc.",PD,Technology,,23.12,14.295,1187067,1307062528
Pearl Diver Credit Company Inc.,PDCC,,8.165939,21.9,17.7,5450,127093992
PIMCO Dynamic Income Fund,PDI,Financial Services,8.006787,20.9,16,2754768,6249166336
"Piedmont Office Realty Trust, Inc.",PDM,Real Estate,,11.12,5.81,844104,797455232
Pimco Dynamic Income Opportunities Fund,PDO,Basic Materials,6.154882,14.435,11.81,678306,1652076800
Pearl Diver Credit Company Inc.,PDPA,,,25.84,24.3,3083,
Precision Drilling Corporation,PDS,Energy,7.4812164,79.07,36.2,145211,570629696
John Hancock Premium Dividend Fund,PDT,Financial Services,3.03875,13.55,10.94,118729,597846080
PIMCO Dynamic Income Strategy Fund,PDX,,3.917175,32.881,19.26,165965,929914496
Pebblebrook Hotel Trust,PEB,Real Estate,,16.06,7.41,2503511,1015943680
Public Service Enterprise Group Incorporated,PEG,Utilities,22.515537,95.22,65.36,3019957,39737802752
"Penumbra, Inc.",PEN,Healthcare,749.22217,310,148,472122,10433767424
"Adams Natural Resources Fund, Inc.",PEO,Financial Services,15.44882,24.79,18.35,56803,515703872
Perfect Corp.,PERF,Technology,32.2,3.44,1.51,144286,163976896
Flaherty & Crumrine Preferred Income Fund Inc.,PFD,Financial Services,4.894977,12.08,9.89,29781,137779872
Pfizer Inc.,PFE,Healthcare,15.570922,31.54,20.92,51276006,1.24517E+11
Performance Food Group Company,PFGC,Consumer Defensive,29.995968,92.44,61.6,1299967,11620908032
CABCO Trust for JC Penney Debentures,PFH,,,21.59,16.84,34762,
PIMCO Income Strategy Fund,PFL,Financial Services,8.121212,8.81,7.11,172242,348630464
PennantPark Floating Rate Capital Ltd.,PFLT,Financial Services,6.868613,12.02,8.82,1589403,827665024
PIMCO Income Strategy Fund II,PFN,Financial Services,,7.77,6.26,366503,637279872
Flaherty & Crumrine Preferred Income Opportunity Fund Inc.,PFO,Financial Services,4.8,9.54,7.99,24734,112987880
"Provident Financial Services, Inc.",PFS,Financial Services,14.614286,22.24,13.07,730347,2002537856
"PennyMac Financial Services, Inc.",PFSI,Financial Services,16.017122,119.13,83.03,406373,4811136512
The Procter & Gamble Company,PG,Consumer Defensive,26.31847,180.43,156.69,8265724,3.87557E+11
PIMCO Global StocksPLUS & Income Fund,PGP,Financial Services,7.162427,8.41,6.56,41852,84993872
The Progressive Corporation,PGR,Financial Services,17.268532,292.99,201.34,3293901,1.50232E+11
"Paramount Group, Inc.",PGRE,Real Estate,,5.47,3.75,1699642,998598784
Principal Real Estate Income Fund,PGZ,Financial Services,3.024316,11.31,9.24,28768,66606392
Parker-Hannifin Corporation,PH,Industrials,22.290636,718.44,488.45,911955,69574950912
"Pioneer Floating Rate Fund, Inc.",PHD,Financial Services,6.7462683,10.05,8.25,70016,111869096
Koninklijke Philips N.V.,PHG,Healthcare,,32.91,20.28,946686,21511772160
PLDT Inc.,PHI,Communication Services,8.669201,29.05,20.29,76296,4926076416
PHINIA Inc.,PHIN,Consumer Cyclical,22.84659,57.23,36.253,621888,1600538880
PIMCO High Income Fund,PHK,Financial Services,7.308387,5.18,4.18,828370,774971136
"PulteGroup, Inc.",PHM,Consumer Cyclical,6.2661676,149.47,88.07,2385518,18555899904
"Phreesia, Inc.",PHR,Healthcare,,30.53,17.07,498095,1347651200
"Pioneer High Income Fund, Inc.",PHT,Financial Services,4.945205,8.04,6.62,77395,211846352
