Company,Ticker,Sector,PE Ratio,Avg Volume,Market Cap,52 Week Range,Cluster
"BlackRock MuniYield Quality Fund II, Inc.",MQT,Financial Services,62.133327,67283.0,206481792.0,1.2154696132596685,4
"BlackRock MuniYield Quality Fund, Inc.",MQY,Financial Services,56.31579,184927.0,768619520.0,1.2633079847908746,4
MRC Global Inc.,MRC,Energy,18.535088,806822.0,909471104.0,1.6695557963163596,0
"Merck & Co., Inc.",MRK,Healthcare,11.464392,17628988.0,194441000000.0,1.7730804688528905,2
Morgan Stanley,MS,Financial Services,12.357562,7826537.0,169394000000.0,1.5685256764218665,2
MSA Safety Incorporated,MSA,Industrials,19.743055,191847.0,5580894208.0,1.5689816987329894,0
Mesabi Trust,MSB,Basic Materials,3.8600001,73678.0,354502400.0,2.3226616446955433,0
MSCI Inc.,MSCI,Financial Services,37.767426,609478.0,41207226368.0,1.4602795772246848,4
"Morgan Stanley Emerging Markets Debt Fund, Inc.",MSD,Financial Services,9.012346,84326.0,147453440.0,1.2040520984081042,4
Morgan Stanley Direct Lending Fund,MSDL,,7.8271604,736719.0,1675378688.0,1.3746446844798181,0
Madison Square Garden Entertainment Corp.,MSGE,Consumer Cyclical,11.406489,360588.0,1429746176.0,1.5602686461647226,0
Madison Square Garden Sports Corp.,MSGS,Communication Services,78.08475,141759.0,4424544256.0,1.3736119127323099,0
"Motorola Solutions, Inc.",MSI,Technology,44.510845,912840.0,68520357888.0,1.5250765811760465,0
"MSC Income Fund, Inc.",MSIF,Financial Services,10.7887945,104551.0,712683968.0,1.284796573875803,4
"MSC Industrial Direct Co., Inc.",MSM,Industrials,19.985527,599572.0,4231784448.0,1.3848751835535977,0
ArcelorMittal S.A.,MT,Basic Materials,15.520709,2626031.0,19974668288.0,1.7007797270955165,0
M&T Bank Corporation,MTB,Financial Services,10.48225,1424318.0,25439387648.0,1.6146802117613392,4
Mettler-Toledo International Inc.,MTD,Healthcare,23.938082,171272.0,20205189120.0,1.6340407102641836,0
Matador Resources Company,MTDR,Energy,5.5098042,1745760.0,4925643264.0,1.9184427394146066,0
MGIC Investment Corporation,MTG,Financial Services,8.074394,2442419.0,5659367424.0,1.3407370015143867,4
Meritage Homes Corporation,MTH,Consumer Cyclical,5.9361005,984414.0,4570921472.0,1.805129070355998,0
"Vail Resorts, Inc.",MTN,Consumer Cyclical,19.25837,639911.0,4940003840.0,1.5906815556411245,0
Mesa Royalty Trust,MTR,Energy,21.8,4973.0,10156565.0,2.3450413223140494,0
Materion Corporation,MTRN,Basic Materials,280.0714,108516.0,1632257408.0,1.7830680173661362,0
Metallus Inc.,MTUS,Basic Materials,425.0,383827.0,536876992.0,2.2551020408163267,0
"The Manitowoc Company, Inc.",MTW,Industrials,4.698718,286754.0,259790592.0,1.9065155807365441,0
Minerals Technologies Inc.,MTX,Basic Materials,10.634429,205109.0,1749469056.0,1.7232824427480915,0
"MasTec, Inc.",MTZ,Industrials,53.507282,1280726.0,8714598400.0,2.0104768786127165,0
"BlackRock MuniAssets Fund, Inc.",MUA,Financial Services,10.944446,142206.0,379011264.0,1.321875,4
"BlackRock MuniHoldings California Quality Fund, Inc.",MUC,Financial Services,168.5,240267.0,952199232.0,1.1675025075225678,4
"BlackRock MuniHoldings Quality Fund II, Inc.",MUE,Financial Services,34.333332,57896.0,203180800.0,1.1825053995680346,4
"Mitsubishi UFJ Financial Group, Inc.",MUFG,Financial Services,10.016552,8185767.0,133759000000.0,1.7177142857142857,2
"BlackRock MuniHoldings New Jersey Quality Fund, Inc.",MUJ,Financial Services,50.857147,102632.0,568016896.0,1.1657142857142857,4
Murphy Oil Corporation,MUR,Energy,7.5845585,3390300.0,2944230912.0,2.475461741424802,0
Murphy USA Inc.,MUSA,Consumer Cyclical,20.56141,264983.0,9808917504.0,1.4686420270128782,0
"BlackRock MuniVest Fund, Inc.",MVF,Financial Services,39.11765,107601.0,391058560.0,1.1753846153846153,4
MV Oil Trust,MVO,Energy,3.9675326,115400.0,70265000.0,2.226781857451404,0
"BlackRock MuniVest Fund II, Inc.",MVT,Financial Services,42.478264,47514.0,203815888.0,1.2276923076923079,4
"Mueller Water Products, Inc.",MWA,Industrials,27.752874,2474524.0,3781106944.0,1.8134517766497462,0
"BlackRock MuniYield Fund, Inc.",MYD,Financial Services,57.14706,126972.0,444300960.0,1.216580310880829,4
"Myers Industries, Inc.",MYE,Consumer Cyclical,47.973682,355426.0,339953024.0,2.5441501103752757,0
"BlackRock MuniYield Quality Fund III, Inc.",MYI,Financial Services,56.916664,230521.0,680957504.0,1.2094188376753507,4
"BlackRock MuniYield New York Quality Fund, Inc.",MYN,Financial Services,315.6667,108355.0,362826016.0,1.1802388707926166,4
"N-able, Inc.",NABL,Technology,38.21875,1131224.0,1155472000.0,2.536445536445536,0
Nuveen California Quality Municipal Income Fund,NAC,Financial Services,13.759741,431278.0,1533329664.0,1.16231884057971,4
Nuveen Quality Municipal Income Fund,NAD,Financial Services,5.52,820372.0,2576791040.0,1.1990384615384615,4
Nuveen New York Quality Municipal Income Fund,NAN,Financial Services,12.858824,73316.0,337040768.0,1.1297348484848484,4
Nordic American Tankers Limited,NAT,Energy,11.159091,2846937.0,519848704.0,2.0657276995305165,0
NCR Atleos Corporation,NATL,Technology,18.943089,430722.0,1710033536.0,1.783023606228026,0
Nuveen Arizona Quality Municipal Income Fund,NAZ,Financial Services,15.461486,22093.0,132690504.0,1.288022813688213,4
Nuveen Taxable Municipal Income Fund,NBB,Financial Services,5.6152415,62993.0,444008448.0,1.1921487603305785,4
National Bank Holdings Corporation,NBHC,Financial Services,11.389611,244811.0,1336341120.0,1.5833588253288469,4
Neuberger Berman Next Generation Connectivity Fund Inc.,NBXG,,2.9469495,265598.0,875040256.0,1.3792039800995024,0
"NACCO Industries, Inc.",NC,Energy,7.953057,12465.0,270721536.0,1.574037316395395,0
Nuveen California Municipal Value Fund,NCA,Financial Services,15.584907,83200.0,273473728.0,1.1201456310679612,4
Nuveen Churchill Direct Lending Corp.,NCDL,,6.934883,286037.0,763649920.0,1.2702322308233638,0
Norwegian Cruise Line Holdings Ltd.,NCLH,Consumer Cyclical,8.423281,14101708.0,7057383936.0,2.061224489795918,0
Virtus Convertible & Income Fund,NCV,Financial Services,1.0554639,124114.0,277573472.0,1.2962641181581234,4
Virtus Convertible & Income Fund II,NCZ,Financial Services,0.99818844,91490.0,209698480.0,1.313782991202346,4
Nuveen Dynamic Municipal Opportunities Fund,NDMO,,4.6748767,157726.0,565245248.0,1.2247311827956988,0
Noble Corporation plc,NE,Energy,6.4611487,2636431.0,3036533504.0,2.8011494252873566,0
Nuveen AMT-Free Quality Municipal Income Fund,NEA,Financial Services,5.533979,1105622.0,3160315392.0,1.206,4
"NextEra Energy, Inc.",NEE,Utilities,19.045994,12382162.0,132130000000.0,1.3950097213220998,2
Newmont Corporation,NEM,Basic Materials,19.092657,12239362.0,61554032640.0,1.6043715846994535,2
NewMarket Corporation,NEU,Basic Materials,11.57879,49862.0,5297470976.0,1.2435208333333334,0
"Virtus Dividend, Interest & Premium Strategy Fund",NFJ,Financial Services,8.0,226445.0,1039025536.0,1.3273453093812377,4
National Grid plc,NGG,Utilities,26.807405,754952.0,70890782720.0,1.3313985126065664,0
"Natural Gas Services Group, Inc.",NGS,Energy,13.423357,78224.0,229994528.0,1.7808383233532934,0
"Natural Grocers by Vitamin Cottage, Inc.",NGVC,Consumer Defensive,29.73077,165816.0,1063549056.0,3.2180783817951957,0
"National Health Investors, Inc.",NHI,Real Estate,23.54952,230103.0,3441748480.0,1.4073529411764705,0
NiSource Inc.,NI,Utilities,23.487654,5028268.0,17906520064.0,1.509468317552804,0
"Nicolet Bankshares, Inc.",NIC,Financial Services,13.176894,73137.0,1658848384.0,1.598737008288383,4
Virtus Equity & Convertible Income Fund,NIE,Financial Services,4.295745,70795.0,559444736.0,1.3721682847896441,4
Nuveen Select Maturities Municipal Fund,NIM,Financial Services,11.034643,32477.0,115368784.0,1.1209302325581396,4
New Jersey Resources Corporation,NJR,Utilities,14.762048,651045.0,4915163648.0,1.2493987493987495,0
"NIKE, Inc.",NKE,Consumer Cyclical,18.009966,19404036.0,80013418496.0,1.8752869166029076,5
Nuveen California AMT-Free Quality Municipal Income Fund,NKX,Financial Services,13.941176,105959.0,563603776.0,1.255057167985928,4
"NL Industries, Inc.",NL,Industrials,5.4855075,29429.0,369777088.0,1.8115384615384615,0
"Annaly Capital Management, Inc.",NLY,Real Estate,10.756172,8816116.0,10412395520.0,1.3319277108433734,0
Nuveen Multi-Asset Income Fund,NMAI,,10.759435,120504.0,381218944.0,1.3219741480611047,0
Nuveen Municipal Credit Opportunities Fund,NMCO,Financial Services,4.197425,163513.0,535962560.0,1.2585370886206542,4
"Nuveen Municipal Income Fund, Inc.",NMI,Financial Services,7.058394,22581.0,97203808.0,1.1306256860592756,4
Navios Maritime Partners L.P.,NMM,Industrials,2.603506,131227.0,919712000.0,2.3225237927388087,0
"Nomura Holdings, Inc.",NMR,Financial Services,7.3445945,767470.0,16275867648.0,1.5,4
Nuveen Minnesota Quality Municipal Income Fund,NMS,Financial Services,11.431373,14921.0,68629128.0,1.295668549905838,4
Nuveen Massachusetts Quality Municipal Income Fund,NMT,Financial Services,14.947369,17411.0,105927680.0,1.1729106628242076,4
Nuveen Municipal High Income Opportunity Fund,NMZ,Financial Services,4.3106384,342077.0,1130832128.0,1.2713675213675215,4
"Nelnet, Inc.",NNI,Financial Services,20.553785,53037.0,3751831296.0,1.3604017523239662,4
"NNN REIT, Inc.",NNN,Real Estate,19.039536,1509322.0,7697171968.0,1.38463687150838,0
Nuveen New York Municipal Value Fund,NNY,Financial Services,15.656863,48893.0,150805504.0,1.1068702290076335,4
North American Construction Group Ltd.,NOA,Energy,13.830275,89178.0,447691328.0,1.680060652009098,0
Noah Holdings Limited,NOAH,Financial Services,9.489011,104845.0,612819072.0,2.1624649859943976,4
Northrop Grumman Corporation,NOC,Industrials,18.655722,1089414.0,76152963072.0,1.3272097467749642,2
"Northern Oil and Gas, Inc.",NOG,Energy,4.474708,1921785.0,2273612288.0,2.22887323943662,0
Nokia Oyj,NOK,Technology,14.398572,22418036.0,27368013824.0,1.5393258426966294,5
Nuveen Missouri Quality Municipal Income Fund,NOM,Financial Services,16.801723,5665.0,22908058.0,1.2628865979381445,4
Nomad Foods Limited,NOMD,Consumer Defensive,12.389303,692770.0,3002879232.0,1.3486714193130265,0
"FiscalNote Holdings, Inc.",NOTE,Technology,8.214286,3094013.0,88919728.0,3.6559519604380073,0
NOV Inc.,NOV,Energy,7.603125,4930127.0,4606350336.0,1.955719557195572,0
"ServiceNow, Inc.",NOW,Technology,108.430855,2016531.0,154200000000.0,1.8779134469192305,2
"Northpointe Bancshares, Inc.",NPB,Financial Services,9.116788,149825.0,428595584.0,1.310586176727909,4
Nuveen Core Plus Impact Fund,NPCT,Financial Services,10.097551,168259.0,284548000.0,1.2251791197543502,4
Nuveen Variable Rate Preferred & Income Fund,NPFD,Financial Services,8.392523,70785.0,433987200.0,1.157355568790947,4
"National Presto Industries, Inc.",NPK,Industrials,14.003436,40037.0,582240896.0,1.4936763437769476,0
NPK International Inc.,NPKI,Energy,13.707317,758062.0,486436256.0,1.8172268907563027,0
Enpro Inc.,NPO,Industrials,39.739132,134760.0,2884817152.0,1.6073408239700375,0
Nuveen Virginia Quality Municipal Income Fund,NPV,Financial Services,10.485437,31000.0,197053568.0,1.3104106972301814,4
Nuveen Pennsylvania Quality Municipal Income Fund,NQP,Financial Services,12.386363,83077.0,405674016.0,1.2103286384976526,4
"NexPoint Real Estate Finance, Inc.",NREF,Real Estate,13.49049,41752.0,312109728.0,1.4901153212520593,0
"NRG Energy, Inc.",NRG,Utilities,18.29058,3227044.0,18588686336.0,1.8009522346797728,0
Nuveen New York AMT-Free Quality Municipal Income Fund,NRK,Financial Services,11.690476,242168.0,856650560.0,1.1932773109243697,4
Natural Resource Partners L.P.,NRP,Energy,8.787664,25881.0,1310394112.0,1.3829214582823588,0
North European Oil Royalty Trust,NRT,Energy,7.7857146,33393.0,40070972.0,2.221649484536082,0
National Storage Affiliates Trust,NSA,Real Estate,29.881355,677640.0,5410152960.0,1.6010362694300517,0
Norfolk Southern Corporation,NSC,Industrials,18.675604,1352944.0,48842305536.0,1.3767792491196749,0
"Insperity, Inc.",NSP,Industrials,31.566114,476572.0,2874158336.0,1.5961622328826863,0
The Bank of N.T. Butterfield & Son Limited,NTB,Financial Services,7.8471336,190304.0,1586349056.0,1.3472736046324594,4
Nutrien Ltd.,NTR,Basic Materials,38.382355,2494845.0,25502674944.0,1.3930655681428081,0
Nu Holdings Ltd.,NU,Financial Services,26.512499,57867695.0,51101884416.0,1.7918978912319645,5
Nucor Corporation,NUE,Basic Materials,12.520686,3008988.0,24419950592.0,1.9839122860948868,0
"Nuveen Municipal Value Fund, Inc.",NUV,Financial Services,8.822917,473190.0,1757880832.0,1.095808383233533,4
Nuveen AMT-Free Municipal Value Fund,NUW,Financial Services,8.690789,53068.0,237136672.0,1.1027607361963192,4
Nuveen AMT-Free Municipal Credit Income Fund,NVG,Financial Services,4.4053464,493290.0,2445659648.0,1.2327272727272727,4
Navigator Holdings Ltd.,NVGS,Energy,10.2157135,287937.0,841990080.0,1.7232227488151657,0
Novo Nordisk A/S,NVO,Healthcare,16.983917,8828575.0,285394000000.0,2.599122807017544,2
"NVR, Inc.",NVR,Consumer Cyclical,13.854804,26960.0,20851286016.0,1.518360163648415,0
Novartis AG,NVS,Healthcare,18.858362,2483527.0,219197000000.0,1.2766047297297298,2
nVent Electric plc,NVT,Industrials,33.608395,2578445.0,7912406528.0,2.0757702913319744,0
NatWest Group plc,NWG,Financial Services,8.782102,5914721.0,48883441664.0,1.809728183118741,4
Northwest Natural Holding Company,NWN,Utilities,21.179802,240745.0,1733076864.0,1.2708213670304422,0
Quanex Building Products Corporation,NX,Industrials,39.51282,514580.0,727818944.0,2.3477124183006537,0
Nuveen California Select Tax-Free Income Portfolio,NXC,Financial Services,14.611764,21388.0,79019520.0,1.1426269137792102,4
NXG NextGen Infrastructure Income Fund,NXG,Financial Services,2.2203012,46219.0,138153440.0,1.5457938558713755,4
Nuveen New Jersey Quality Municipal Income Fund,NXJ,Financial Services,12.344175,122968.0,463177408.0,1.1925522252497731,4
Nuveen New York Select Tax-Free Income Portfolio,NXN,Financial Services,13.913581,10736.0,44233512.0,1.1293260473588342,4
Nuveen Select Tax-Free Income Portfolio,NXP,Financial Services,8.700637,102372.0,671845248.0,1.1466165413533833,4
"NexPoint Residential Trust, Inc.",NXRT,Real Estate,893.87506,144827.0,1844546816.0,1.5613298902517752,0
The New York Times Company,NYT,Communication Services,27.423729,1924867.0,7926728192.0,1.3739664540515002,0
Nuveen Municipal Credit Income Fund,NZF,Financial Services,4.914163,520427.0,2218196992.0,1.2058287795992715,4
Realty Income Corporation,O,Real Estate,58.58163,5941454.0,51196461056.0,1.2794320646815223,0
Blue Owl Capital Corporation,OBDC,Financial Services,8.764706,4352955.0,6853127168.0,1.3963666391412057,4
"Origin Bancorp, Inc.",OBK,Financial Services,12.288775,156731.0,940678720.0,1.4293402777777777,4
Owens Corning,OC,Industrials,18.12551,1066913.0,11426941952.0,1.738351835345596,0
Oil-Dri Corporation of America,ODC,Basic Materials,13.3493595,38114.0,607677696.0,1.6868532654792197,0
Orion S.A.,OEC,Basic Materials,15.488947,598052.0,666909376.0,2.481657932348738,0
OFG Bancorp,OFG,Financial Services,8.267139,437226.0,1589047296.0,1.4377073906485671,4
OGE Energy Corp.,OGE,Utilities,20.107306,1336378.0,8865521664.0,1.4036505086774385,0
Organon & Co.,OGN,Healthcare,3.1531532,3618677.0,2708474880.0,2.204198473282443,0
"ONE Gas, Inc.",OGS,Utilities,19.562658,463603.0,4583976960.0,1.352941176470588,0
"Omega Healthcare Investors, Inc.",OHI,Real Estate,24.293549,2350693.0,10892611584.0,1.4976399190829401,0
Invesco Municipal Income Opportunities Trust,OIA,Financial Services,8.166667,132942.0,268658784.0,1.2872928176795582,4
"Oceaneering International, Inc.",OII,Energy,12.055555,982403.0,1754592640.0,2.0038809831824063,0
"ONEOK, Inc.",OKE,Energy,15.689826,4485942.0,50667089920.0,1.5644627004107592,0
Olin Corporation,OLN,Basic Materials,22.692307,2040275.0,2376463872.0,3.233295583238958,0
"One Liberty Properties, Inc.",OLP,Real Estate,17.1,61103.0,516790400.0,1.3847203274215554,0
Omnicom Group Inc.,OMC,Communication Services,9.7670765,3683373.0,14001152000.0,1.547808476782873,0
"OneMain Holdings, Inc.",OMF,Financial Services,10.290095,1258624.0,5208026112.0,1.55,4
Onity Group Inc.,ONIT,Financial Services,6.985472,50393.0,231045808.0,1.8424107142857145,4
On Holding AG,ONON,Consumer Cyclical,45.122223,5632259.0,13151142912.0,2.1464477211796247,0
Onto Innovation Inc.,ONTO,Technology,27.142857,1124278.0,5381782016.0,2.4328479788208943,0
OppFi Inc.,OPFI,Financial Services,21.805555,1757040.0,863499968.0,6.925000000000001,4
"RiverNorth/DoubleLine Strategic Opportunity Fund, Inc.",OPP,Financial Services,8.27551,98119.0,193095840.0,1.1757269279393174,4
Oppenheimer Holdings Inc.,OPY,Financial Services,8.789639,27070.0,589406720.0,1.9472703062583225,4
Osisko Gold Royalties Ltd,OR,Basic Materials,257.66666,928875.0,4318650368.0,1.597883597883598,0
"Ormat Technologies, Inc.",ORA,Utilities,34.566177,527755.0,4273921280.0,1.3689509581032804,0
"Orchid Island Capital, Inc.",ORC,Real Estate,11.161404,3744852.0,685015616.0,1.5834797891036905,0
Oracle Corporation,ORCL,Technology,28.579811,12280180.0,341415000000.0,1.7583791452385176,1
Old Republic International Corporation,ORI,Financial Services,11.256173,1231481.0,9013998592.0,1.3905759162303666,4
"Oscar Health, Inc.",OSCR,Healthcare,112.35,4851337.0,2815131392.0,2.118432769367765,0
Oshkosh Corporation,OSK,Industrials,7.802415,797291.0,5218936832.0,1.6271804217651655,0
Otis Worldwide Corporation,OTIS,Industrials,23.7371,2529021.0,38221717504.0,1.1909476031215163,0
OUTFRONT Media Inc.,OUT,Real Estate,9.1225815,1793545.0,2361733376.0,1.5428190733590736,0
Ovintiv Inc.,OVV,Energy,7.6698337,3682108.0,8405862400.0,1.7976510067114093,0
Blue Owl Capital Inc.,OWL,Financial Services,81.722,8496536.0,24963457024.0,1.8367697594501717,4
"Oxford Industries, Inc.",OXM,Consumer Cyclical,7.6712093,453560.0,669375424.0,2.6462488129154798,0
Occidental Petroleum Corporation,OXY,Energy,17.088495,13442319.0,37912055808.0,1.9675100632547442,0
Pan American Silver Corp.,PAAS,Basic Materials,85.241936,3717642.0,9570632704.0,1.601343784994401,0
"Grupo Aeroportuario del Pacífico, S.A.B. de C.V.",PAC,Industrials,21.961008,95029.0,9318906880.0,1.400559268858273,0
"PACS Group, Inc.",PACS,Healthcare,13.6229515,554821.0,1289529216.0,5.304347826086957,0
"Penske Automotive Group, Inc.",PAG,Consumer Cyclical,10.890102,257078.0,9987384320.0,1.3436777321894815,0
PagSeguro Digital Ltd.,PAGS,Technology,7.4911504,4472908.0,2571878656.0,2.4255319148936167,0
Western Asset Investment Grade Income Fund Inc.,PAI,Financial Services,30.615385,19683.0,113560856.0,1.1551270815074495,4
Pampa Energía S.A.,PAM,Utilities,6.4791307,254175.0,4112050432.0,2.528512182477968,0
PIMCO Access Income Fund,PAXS,Financial Services,6.50645,217896.0,675902080.0,1.2648569332355097,4
"Paymentus Holdings, Inc.",PAY,Technology,82.08572,458908.0,3590359296.0,2.2987012987012982,0
"Paycom Software, Inc.",PAYC,Technology,22.971413,695826.0,11592274944.0,1.7400716845878137,0
"Prosperity Bancshares, Inc.",PB,Financial Services,12.80495,626021.0,6160162816.0,1.5178446466060185,4
Pembina Pipeline Corporation,PBA,Energy,17.493023,1506090.0,21840052224.0,1.272780544975095,0
Prestige Consumer Healthcare Inc.,PBH,Healthcare,18.473003,369824.0,3898377216.0,1.4441058540497194,0
Pitney Bowes Inc.,PBI,Industrials,13.866071,2634763.0,1421227904.0,2.7252475247524752,0
Petróleo Brasileiro S.A. - Petrobras,PBR,Energy,9.762931,20681437.0,68902993920.0,1.5811423390752495,5
Permian Basin Royalty Trust,PBT,Energy,17.327272,117195.0,444181856.0,1.7802746566791512,0
High Income Securities Fund,PCF,Financial Services,6.106632,76778.0,112008296.0,1.2216404886561953,4
PG&E Corporation,PCG,Utilities,14.62174,20961208.0,36953993216.0,1.448965977318212,5
PCM Fund Inc.,PCM,Financial Services,10.279139,65749.0,72652912.0,1.556122448979592,4
PIMCO Corporate & Income Strategy Fund,PCN,Financial Services,9.184044,251075.0,799104448.0,1.270796460176991,4
Pearl Diver Credit Company Inc.,PDCC,,8.165939,5450.0,127093992.0,1.2372881355932204,0
PIMCO Dynamic Income Fund,PDI,Financial Services,8.006787,2754768.0,6249166336.0,1.30625,4
Pimco Dynamic Income Opportunities Fund,PDO,Basic Materials,6.154882,678306.0,1652076800.0,1.2222692633361558,0
Precision Drilling Corporation,PDS,Energy,7.4812164,145211.0,570629696.0,2.1842541436464087,0
John Hancock Premium Dividend Fund,PDT,Financial Services,3.03875,118729.0,597846080.0,1.2385740402193786,4
PIMCO Dynamic Income Strategy Fund,PDX,,3.917175,165965.0,929914496.0,1.7072170301142262,0
Public Service Enterprise Group Incorporated,PEG,Utilities,22.515537,3019957.0,39737802752.0,1.4568543451652387,0
"Penumbra, Inc.",PEN,Healthcare,749.22217,472122.0,10433767424.0,2.0945945945945947,0
"Adams Natural Resources Fund, Inc.",PEO,Financial Services,15.44882,56803.0,515703872.0,1.3509536784741143,4
Perfect Corp.,PERF,Technology,32.2,144286.0,163976896.0,2.2781456953642385,0
Flaherty & Crumrine Preferred Income Fund Inc.,PFD,Financial Services,4.894977,29781.0,137779872.0,1.2214357937310414,4
Pfizer Inc.,PFE,Healthcare,15.570922,51276006.0,124517000000.0,1.5076481835564053,5
Performance Food Group Company,PFGC,Consumer Defensive,29.995968,1299967.0,11620908032.0,1.5006493506493506,0
PIMCO Income Strategy Fund,PFL,Financial Services,8.121212,172242.0,348630464.0,1.239099859353024,4
PennantPark Floating Rate Capital Ltd.,PFLT,Financial Services,6.868613,1589403.0,827665024.0,1.3628117913832198,4
Flaherty & Crumrine Preferred Income Opportunity Fund Inc.,PFO,Financial Services,4.8,24734.0,112987880.0,1.1939924906132664,4
"Provident Financial Services, Inc.",PFS,Financial Services,14.614286,730347.0,2002537856.0,1.7016067329762814,4
"PennyMac Financial Services, Inc.",PFSI,Financial Services,16.017122,406373.0,4811136512.0,1.434782608695652,4
The Procter & Gamble Company,PG,Consumer Defensive,26.31847,8265724.0,387557000000.0,1.1515093496713256,1
PIMCO Global StocksPLUS & Income Fund,PGP,Financial Services,7.162427,41852.0,84993872.0,1.2820121951219514,4
The Progressive Corporation,PGR,Financial Services,17.268532,3293901.0,150232000000.0,1.4552001589351347,2
Principal Real Estate Income Fund,PGZ,Financial Services,3.024316,28768.0,66606392.0,1.224025974025974,4
Parker-Hannifin Corporation,PH,Industrials,22.290636,911955.0,69574950912.0,1.470856791892722,0
"Pioneer Floating Rate Fund, Inc.",PHD,Financial Services,6.7462683,70016.0,111869096.0,1.2181818181818183,4
PLDT Inc.,PHI,Communication Services,8.669201,76296.0,4926076416.0,1.4317397732873338,0
PHINIA Inc.,PHIN,Consumer Cyclical,22.84659,621888.0,1600538880.0,1.578627975615811,0
PIMCO High Income Fund,PHK,Financial Services,7.308387,828370.0,774971136.0,1.2392344497607655,4
"PulteGroup, Inc.",PHM,Consumer Cyclical,6.2661676,2385518.0,18555899904.0,1.697172703531282,0
"Pioneer High Income Fund, Inc.",PHT,Financial Services,4.945205,77395.0,211846352.0,1.214501510574018,4
PHX Minerals Inc.,PHX,Energy,63.666668,73381.0,144863568.0,1.3721682847896441,0
Polaris Inc.,PII,Consumer Cyclical,16.50769,1911293.0,1799437056.0,2.9307891332470892,0
Putnam Master Intermediate Income Trust,PIM,Financial Services,7.1555557,45577.0,155153440.0,1.1348684210526316,4
"Alpine Income Property Trust, Inc.",PINE,Real Estate,116.57143,89650.0,256225632.0,1.3383873190902826,0
"Pinterest, Inc.",PINS,Communication Services,8.926966,13044588.0,16117703680.0,1.908150337837838,0
Piper Sandler Companies,PIPR,Financial Services,20.953613,140014.0,3812734208.0,1.902547185117084,4
PJT Partners Inc.,PJT,Financial Services,25.497967,324454.0,4891759616.0,2.065512375162831,4
Park Hotels & Resorts Inc.,PK,Real Estate,9.440594,4483972.0,1924773248.0,2.0495767835550183,0
Park Aerospace Corp.,PKE,Industrials,35.834442,56116.0,257043056.0,1.301839464882943,0
Packaging Corporation of America,PKG,Consumer Cyclical,20.165733,962462.0,16194251776.0,1.4841420118343196,0
POSCO Holdings Inc.,PKX,Basic Materials,20.29958,391450.0,13140195328.0,1.917766497461929,0
"Prologis, Inc.",PLD,Real Estate,24.370323,4835880.0,90588831744.0,1.5532513181019332,2
"Planet Fitness, Inc.",PLNT,Consumer Cyclical,45.5425,1557903.0,7685697536.0,1.8889747552807832,0
"Douglas Dynamics, Inc.",PLOW,Consumer Cyclical,9.959745,183032.0,542927872.0,1.4544600938967136,0
"Plymouth Industrial REIT, Inc.",PLYM,Real Estate,4.627451,373980.0,651941952.0,1.945669291338583,0
Philip Morris International Inc.,PM,Consumer Defensive,26.668884,6692960.0,249474000000.0,1.7753389283408652,2
Putnam Managed Municipal Income Trust,PMM,Financial Services,4.031034,141627.0,261053472.0,1.167844522968198,4
Putnam Municipal Opportunities Trust,PMO,Financial Services,4.469767,82729.0,284421408.0,1.1734475374732336,4
PennyMac Mortgage Investment Trust,PMT,Real Estate,9.364964,847544.0,1114426624.0,1.2931180968564147,0
"The PNC Financial Services Group, Inc.",PNC,Financial Services,10.5010605,2572177.0,58810585088.0,1.4902149944873206,4
PennantPark Investment Corporation,PNNT,Financial Services,7.2259526,528468.0,396334272.0,1.4055944055944054,4
Pentair plc,PNR,Industrials,20.842245,1727644.0,12859411456.0,1.5243012529257882,0
Pinnacle West Capital Corporation,PNW,Utilities,17.70416,1163885.0,11059551232.0,1.325913712558395,0
Portland General Electric Company,POR,Utilities,14.0,1164829.0,4614456320.0,1.244694132334582,0
"Post Holdings, Inc.",POST,Consumer Defensive,18.772652,648091.0,6436101120.0,1.2621865596790371,0
"PPG Industries, Inc.",PPG,Basic Materials,17.246504,2380944.0,22391085056.0,1.5208333333333335,0
PPL Corporation,PPL,Utilities,29.149998,5281450.0,25852039168.0,1.3676745054124675,0
Putnam Premier Income Trust,PPT,Financial Services,15.863636,199242.0,333530592.0,1.1,4
Permian Resources Corporation,PR,Energy,7.920689,9524767.0,9293052928.0,1.7602397602397604,0
ProAssurance Corporation,PRA,Financial Services,22.169903,845532.0,1166178816.0,2.2026022304832713,4
"PROG Holdings, Inc.",PRG,Industrials,5.6339073,583713.0,1036294400.0,2.1395744680851063,0
"Primerica, Inc.",PRI,Financial Services,11.700953,178531.0,8131268096.0,1.4556327707653762,4
Primoris Services Corporation,PRIM,Industrials,16.059668,1000247.0,2865997312.0,2.0853798485196235,0
United Parks & Resorts Inc.,PRKS,Consumer Cyclical,11.312665,931327.0,2359368448.0,1.614384288747346,0
"Proto Labs, Inc.",PRLB,Industrials,49.007576,244065.0,768860096.0,1.8140527950310557,0
PermRock Royalty Trust,PRT,Energy,9.571191,54936.0,48904896.0,1.4202453987730062,0
"Prudential Financial, Inc.",PRU,Financial Services,12.801333,2004609.0,34028537856.0,1.4444567382164197,4
Public Storage,PSA,Real Estate,26.878645,804965.0,50120142848.0,1.4435254184386095,0
Palmer Square Capital BDC Inc.,PSBD,,8.653061,36536.0,414791584.0,1.4314550042052143,0
